song_duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,audio_valence,time_signature_1,key_1
231191,0.0224,0.6970000000000001,0.879,0.0,0.089,-3.279,False,0.0653,114.985,0.848,False,False
195653,2.87e-05,0.529,0.92,0.00202,0.0582,-4.168,True,0.0649,111.132,0.4379999999999999,False,False
194754,0.175,0.696,0.693,0.0,0.122,-4.64,True,0.044,126.025,0.601,False,False
315470,0.0167,0.695,0.871,0.0,0.113,-5.245,False,0.0318,127.963,0.486,False,False
184013,0.129,0.779,0.763,1.33e-06,0.244,-6.539,False,0.0464,123.012,0.503,False,False
251466,0.179,0.7020000000000001,0.6579999999999999,0.000636,0.1,-7.835,True,0.0332,97.851,0.736,False,False
176346,0.416,0.7040000000000001,0.423,0.0,0.0607,-6.792000000000001,True,0.0862,113.962,0.451,False,False
285133,0.0008939999999999,0.377,0.682,0.00217,0.0504,-8.039,True,0.0299,108.736,0.288,False,False
169026,0.00129,0.494,0.946,0.0,0.3979999999999999,-2.757,True,0.0637,103.408,0.741,False,False
148573,0.0133,0.3979999999999999,0.954,0.000218,0.0891,-7.372999999999999,True,0.0715,157.766,0.433,False,False
144013,0.0818,0.551,0.8390000000000001,0.0,0.151,-4.555,True,0.0787,116.051,0.6809999999999999,False,False
229746,0.119,0.6890000000000001,0.521,8.41e-05,0.108,-5.845,True,0.132,95.055,0.178,False,False
222432,0.044,0.778,0.8390000000000001,0.00108,0.184,-8.499,True,0.0343,113.809,0.843,False,False
206000,0.376,0.7609999999999999,0.634,0.0017699999999999,0.0452,-9.476,True,0.0371,106.043,0.8809999999999999,False,False
232502,0.524,0.409,0.259,0.00176,0.387,-14.543,False,0.0406,131.94799999999998,0.186,False,False
304146,0.598,0.8270000000000001,0.747,0.0,0.1369999999999999,-5.015,False,0.0333,123.034,0.913,False,False
247960,0.155,0.629,0.8240000000000001,0.000628,0.0651,-6.53,True,0.159,128.01,0.852,False,False
238666,0.0938,0.675,0.8490000000000001,0.0,0.121,-3.841,True,0.0675,100.111,0.6809999999999999,False,False
216733,0.3,0.784,0.893,1.57e-05,0.272,-5.153,False,0.0923,118.738,0.8190000000000001,False,False
205264,0.355,0.493,0.41,0.000213,0.118,-8.88,True,0.0633,70.057,0.0393,False,False
230120,0.332,0.62,0.8320000000000001,0.0,0.104,-4.848,True,0.036,144.92600000000002,0.481,False,False
208079,0.831,0.7929999999999999,0.557,4.45e-06,0.103,-5.617999999999999,False,0.1,120.118,0.4679999999999999,False,False
153346,0.000628,0.598,0.685,0.0,0.149,-3.873,True,0.0679,137.035,0.7120000000000001,False,False
242407,0.242,0.865,0.687,0.0,0.158,-3.744,False,0.217,139.023,0.486,False,False
192053,0.4,0.634,0.516,0.0,0.142,-6.05,True,0.0373,153.83100000000002,0.769,False,False
262333,0.00552,0.496,0.682,2.94e-05,0.0589,-4.095,True,0.0294,167.06,0.474,False,False
235000,0.111,0.82,0.659,1.0800000000000002e-05,0.074,-7.358,False,0.228,125.026,0.568,False,True
189133,0.0198,0.8009999999999999,0.705,0.0,0.2,-1.756,False,0.206,86.984,0.358,False,False
191000,0.00349,0.625,0.8640000000000001,2.2e-05,0.131,-3.942,False,0.0409999999999999,123.022,0.115,False,True
163026,0.595,0.469,0.647,1.65e-06,0.3389999999999999,-13.913,True,0.0315,147.878,0.942,False,False
284693,0.37,0.693,0.423,0.0,0.106,-12.212,False,0.074,88.09100000000001,0.528,False,False
185480,0.158,0.7070000000000001,0.8140000000000001,2.72e-06,0.106,-7.364,True,0.0367,132.062,0.922,False,False
214266,0.0664,0.698,0.736,2.1600000000000003e-05,0.119,-5.525,True,0.0481,127.979,0.8220000000000001,False,False
224693,0.2,0.537,0.84,2.15e-06,0.0998,-4.626,True,0.0363,124.269,0.211,False,False
189346,0.261,0.718,0.57,0.0,0.136,-4.9910000000000005,True,0.0311,140.036,0.2289999999999999,False,False
213053,0.316,0.5489999999999999,0.664,0.0,0.1009999999999999,-4.942,False,0.0451,155.745,0.307,False,False
257223,0.134,0.779,0.6409999999999999,8.19e-06,0.0831,-11.228,True,0.158,164.976,0.885,False,False
161538,0.0336,0.5529999999999999,0.687,0.0,0.125,-6.4,True,0.034,156.0,0.278,False,False
172500,0.108,0.456,0.833,1.7100000000000002e-05,0.0592,-4.242,True,0.0964,159.808,0.261,False,False
178584,0.389,0.568,0.584,0.00729,0.114,-8.711,True,0.0654,93.888,0.401,False,False
154573,0.147,0.5760000000000001,0.716,6.65e-06,0.131,-7.377000000000001,True,0.0465,135.034,0.8809999999999999,False,False
230027,0.0008029999999999,0.365,0.867,4.85e-06,0.0755,-5.683,False,0.0716,183.912,0.257,False,False
229040,0.645,0.563,0.562,0.0,0.108,-9.502,True,0.214,101.463,0.623,False,False
205757,0.000134,0.342,0.87,0.000419,0.0703,-6.303999999999999,False,0.0764,163.116,0.304,False,False
166053,0.812,0.616,0.332,0.000401,0.332,-13.455,True,0.0319,115.88,0.662,False,False
110768,0.0296,0.944,0.952,0.000338,0.0945,-4.718,True,0.147,139.965,0.908,False,False
315520,0.527,0.4639999999999999,0.682,0.0,0.163,-7.414,False,0.0533,146.513,0.5589999999999999,False,False
183133,0.316,0.944,0.8740000000000001,0.0,0.374,-3.814,False,0.175,120.056,0.836,False,False
193480,0.657,0.5720000000000001,0.361,0.0,0.278,-12.198,True,0.0418,99.611,0.5489999999999999,False,False
266520,0.0883,0.75,0.495,0.0,0.217,-7.611000000000001,False,0.106,123.032,0.4529999999999999,False,False
235540,0.0284,0.7,0.615,0.0133,0.0843,-5.3870000000000005,True,0.0619,96.84,0.449,False,False
212969,0.000383,0.62,0.818,0.00542,0.0932,-5.315,True,0.0527,92.514,0.8959999999999999,False,False
263426,0.0155,0.774,0.7340000000000001,1.7100000000000002e-05,0.0933,-6.5360000000000005,False,0.0777,118.021,0.639,False,False
212893,0.0336,0.551,0.628,0.000194,0.151,-13.799,True,0.036,142.167,0.777,False,False
218086,0.56,0.805,0.6579999999999999,0.0133,0.124,-6.1370000000000005,True,0.0702,114.972,0.305,False,False
210093,0.0737,0.522,0.7390000000000001,0.0,0.174,-3.22,True,0.0307,91.047,0.308,False,False
199640,0.000171,0.6409999999999999,0.84,0.00179,0.109,-6.044,True,0.0279,112.99,0.545,False,False
217461,0.135,0.625,0.674,0.0,0.0478,-5.271,True,0.0362,145.88,0.866,False,False
205920,0.04,0.6990000000000001,0.713,3.11e-06,0.294,-5.507000000000001,False,0.0594,121.993,0.354,False,False
240065,0.51,0.7609999999999999,0.247,0.000275,0.0968,-6.597,True,0.145,97.013,0.262,False,False
241560,0.473,0.716,0.575,0.0,0.205,-8.727,True,0.0284,100.936,0.903,False,False
186146,0.883,0.732,0.198,1.1e-05,0.0659,-11.775,True,0.0279999999999999,88.17399999999999,0.618,False,False
156666,0.00224,0.472,0.912,9.1e-05,0.154,-9.415,True,0.0323,115.999,0.7490000000000001,False,False
248000,0.66,0.2189999999999999,0.3229999999999999,0.0,0.106,-12.211,True,0.0333,170.437,0.3389999999999999,False,False
192426,0.00027,0.356,0.923,0.0145,0.0907,-4.039,True,0.0461,122.361,0.4639999999999999,False,False
244160,0.4679999999999999,0.621,0.972,0.000585,0.195,-3.791,True,0.0724,155.115,0.866,False,False
268728,0.541,0.515,0.8859999999999999,0.0,0.0947,-3.139,True,0.0786,89.965,0.531,False,False
263666,0.335,0.515,0.2739999999999999,0.00291,0.119,-13.731,True,0.0282,142.776,0.187,False,False
188200,0.0986,0.723,0.674,1.83e-05,0.2789999999999999,-7.427,True,0.0297,124.9,0.61,False,False
114240,9.58e-06,0.246,0.994,0.0153,0.141,-3.755,True,0.139,143.688,0.6409999999999999,False,False
226519,0.851,0.439,0.236,0.000982,0.148,-12.612,False,0.0281,79.527,0.278,False,False
209729,0.889,0.8029999999999999,0.49,0.00765,0.123,-8.611,True,0.0284,110.992,0.6579999999999999,False,False
235853,0.000122,0.54,0.966,0.0006259999999999,0.391,-3.884,False,0.0637,94.986,0.521,False,False
189913,0.5589999999999999,0.72,0.412,0.0125,0.11,-12.951,False,0.0605,115.016,0.35,False,False
284814,0.0536,0.706,0.966,0.0,0.0566,-1.266,True,0.0564,124.003,0.97,False,False
276813,0.1889999999999999,0.8190000000000001,0.546,0.0,0.131,-8.095,False,0.057,155.034,0.888,False,False
209000,0.139,0.684,0.7170000000000001,0.0,0.275,-4.246,True,0.11,89.99,0.921,False,False
161697,0.516,0.735,0.461,0.00151,0.123,-8.834,True,0.138,143.988,0.381,False,False
188676,0.851,0.611,0.3279999999999999,8.16e-06,0.109,-8.43,True,0.0368,137.132,0.214,False,False
160031,0.628,0.469,0.249,0.000474,0.104,-7.257999999999999,False,0.0501,99.315,0.305,False,False
201122,0.133,0.6940000000000001,0.7120000000000001,0.0,0.211,-3.923,False,0.046,98.022,0.799,False,False
223694,0.193,0.693,0.879,0.0,0.124,-3.988,True,0.0578,127.457,0.753,False,False
204346,0.0524,0.779,0.787,0.0,0.14,-4.305,False,0.108,124.982,0.708,False,False
162266,0.025,0.943,0.461,0.0,0.0846,-6.066,True,0.115,130.002,0.149,False,False
207013,0.718,0.6509999999999999,0.515,2.92e-06,0.0968,-9.857,True,0.0482,88.948,0.57,False,False
163266,0.0114,0.326,0.929,0.0009789999999999,0.198,-5.754,True,0.174,164.984,0.521,False,False
218026,0.0463,0.799,0.642,0.0,0.0616,-5.523,False,0.13,92.907,0.536,False,False
152640,0.196,0.654,0.537,0.0,0.119,-8.067,True,0.0257,112.437,0.597,False,False
156695,0.1989999999999999,0.73,0.86,0.00182,0.322,-3.532,True,0.191,129.952,0.647,False,False
231146,0.221,0.731,0.575,0.000217,0.108,-5.935,True,0.0388,100.073,0.937,False,False
183935,0.00065,0.6629999999999999,0.907,0.0,0.13,-3.004,False,0.0322,126.051,0.914,False,False
318586,0.0002029999999999,0.354,0.825,6.95e-05,0.0758,-5.325,True,0.0406,105.495,0.16,False,False
243726,0.5529999999999999,0.6459999999999999,0.51,6.13e-06,0.0824,-6.45,True,0.0416,118.608,0.937,False,False
229840,0.557,0.618,0.58,1.13e-06,0.106,-6.487,True,0.0234,106.417,0.476,False,False
205280,0.4579999999999999,0.6679999999999999,0.428,0.0,0.108,-7.888999999999999,True,0.0433,129.75,0.134,False,False
243666,0.0596,0.34,0.412,0.0,0.1169999999999999,-13.727,False,0.0268,69.857,0.402,False,False
205224,0.0129,0.5770000000000001,0.79,5.06e-06,0.3339999999999999,-3.458,True,0.0494,102.03,0.645,False,False
253266,0.0205,0.7440000000000001,0.993,4.12e-06,0.107,-5.146,False,0.0548,131.912,0.959,False,False
217906,0.482,0.428,0.515,0.0,0.0972,-9.265,False,0.0656,130.124,0.344,False,True
203023,0.0586,0.7090000000000001,0.8190000000000001,9.41e-06,0.358,-3.399,False,0.0677,123.052,0.332,False,False
